216,0.3263,0.2526,29.167
217,0.7741,0.6537,18.414
218,0.5137,0.4606,11.524
219,0.375,0.2908,28.972
220,0.3279,0.2195,49.339
221,0.5475,0.4525,20.984
222,0.3372,0.1657,103.509
223,0.1506,0.0999,50.735
224,0.4506,0.3769,19.557
225,0.5198,0.3313,56.886
226,0.3437,0.2479,38.636
227,0.3925,0.0736,433.333
228,0.5478,0.343,59.701
229,0.579,0.4019,44.076
230,0.381,0.2564,48.571
231,0.4228,0.1739,143.103
232,0.2923,0.2303,26.941
233,0.4758,0.4079,16.667
234,0.4267,0.3087,38.249
235,0.1894,0.236,-19.731
236,0.3593,0.1849,94.378
237,0.4183,0.349,19.831
238,0.1927,0.2077,-7.24
239,0.4219,0.0865,387.5
240,0.1212,0.1619,-25.146
241,0.8222,0.6583,24.895
242,0.1821,0.079,130.435
243,0.5493,0.3067,79.13
244,0.2236,0.0787,184.286
245,0.3752,0.3067,22.326
246,0.2327,0.1903,22.28
247,0.2091,0.185,13.043
248,0.3106,0.16,94.149
249,0.5456,0.3362,62.3
250,0.2163,0.0889,143.243
251,0.9965,0.9826,1.413
252,0.3028,0.2072,46.154
253,0.1924,0.1848,4.11
254,0.2062,0.199,3.614
255,0.3519,0.2876,22.348
256,0.4449,0.3847,15.649
257,0.302,0.0959,214.894
258,0.2897,0.1612,79.699
259,0.3455,0.2127,62.393
260,0.5871,0.4826,21.649
261,0.5876,0.5668,3.659
262,0.5906,0.4053,45.729
263,0.5303,0.4147,27.891
264,0.2446,0.196,24.818
265,0.2928,0.2523,16.071
266,0.2085,0.1805,15.541
267,0.1968,0.0774,154.217
268,0.1659,0.131,26.667
269,0.1649,0.1302,26.667
270,0.257,0.1876,37
271,0.7843,0.7342,6.825
272,0.3283,0.2071,58.549
273,0.2123,0.2498,-15
274,0.7446,0.7084,5.116
275,0.2797,0.154,81.618
276,0.2198,0.0678,223.913
277,0.2194,0.0536,309.434
278,0.2737,0.1253,118.382
279,0.4724,0.2895,63.203
280,0.1359,0.1063,27.778
281,0.1867,0.1483,25.833
282,0.3577,0.2011,77.841
283,0.5714,0.3429,66.667
284,0.9243,0.9124,1.31
285,0.3848,0.2718,41.564
286,0.365,0.1163,213.74
287,0.2815,0.2996,-6.061
288,0.2216,0.1468,50.943
289,0.608,0.4577,32.821
290,0.2022,0.0978,106.742
291,0.3928,0.2528,55.363
292,0.2202,0.2147,2.591
293,0.4286,0.1455,194.595
294,0.2235,0.2248,-0.581
295,0.2841,0.2435,16.667
296,0.1124,0.077,45.946
297,0.1545,0.2119,-27.064
298,0.0929,0.0306,203.333
299,0.5338,0.472,13.115
300,0.4644,0.3652,27.157
301,0.1832,0.0576,218.033
302,0.2652,0.1306,103.03
303,0.3025,0.154,96.429
304,0.1995,0.0421,373.529
305,0.4481,0.4415,1.5
306,0.3514,0.1612,117.969
307,0.2217,0.1596,38.889
308,0.3568,0.3204,11.355
309,0.2368,0.1539,53.846
310,0.1633,0.1039,57.143
311,0.1918,0.0971,97.59
312,0.4833,0.3732,29.487
313,0.5881,0.4425,32.9
314,0.1569,0.0847,85.185
315,0.3341,0.2272,47.09
316,0.3383,0.0811,317.105
317,0.2601,0.1092,138.202
318,0.5019,0.3607,39.153
319,0.3357,0.1287,160.909
